A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsSenna,redochre,redlead,cadmiumred,alizarin,madderLake,lacdye,carminelake,vermilion,realgar,ylakereseda,massicot,yellowochre,gamboge,naplesYellow,leadtinYellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone
484.64,3.647,5.227,3.403,3.487,5.314,2.894,2.495,1.981,1.861,3.048,3.572,1.201,6.941,9.081,6.335,37.62,4.905,1.359,25.178,17.813,72.756,9.426,18.25,9.284,45.221,7.388,15.814,24.108,8.656,9.499,8.467,20.349,19.926,42.266,42.427,14.251,22.691,11.51,8.228,7.764,5.136,4.921,3.408,1.43,3.284,5.363,3.99,6.355,41.843,32.131,100.103,100.435,90.594,103.669
484.85,3.637,5.217,3.365,3.483,5.285,2.876,2.463,1.97,1.826,3.051,3.556,1.183,6.925,9.105,6.332,37.649,4.897,1.331,25.245,17.879,72.94,9.425,18.359,9.349,45.768,7.409,15.832,24.399,8.671,9.516,8.527,20.383,19.979,42.307,42.403,14.226,22.628,11.453,8.127,7.706,5.115,4.893,3.384,1.416,3.269,5.354,3.963,6.34,41.877,32.117,100.052,100.374,90.611,103.693
485.06,3.667,5.22,3.374,3.496,5.32,2.913,2.44,1.984,1.831,3.077,3.584,1.198,6.942,9.187,6.407,37.742,4.938,1.369,25.349,17.99,73.141,9.468,18.501,9.465,46.297,7.462,15.925,24.733,8.664,9.602,8.648,20.462,20.04,42.315,42.385,14.23,22.533,11.447,8.112,7.661,5.147,4.901,3.389,1.447,3.302,5.409,4.005,6.336,41.891,32.157,100.162,100.461,90.619,103.752
485.27,3.684,5.242,3.381,3.507,5.326,2.934,2.422,1.987,1.851,3.066,3.587,1.206,6.934,9.209,6.454,37.766,4.934,1.387,25.434,18.095,73.277,9.487,18.635,9.57,46.806,7.504,15.948,25.072,8.691,9.676,8.744,20.495,20.059,42.294,42.299,14.194,22.458,11.416,8.066,7.621,5.132,4.891,3.373,1.474,3.3,5.411,4.015,6.328,41.899,32.141,100.127,100.453,90.571,103.674
485.48,3.667,5.224,3.352,3.485,5.311,2.914,2.409,1.973,1.82,3.047,3.563,1.179,6.879,9.214,6.442,37.804,4.925,1.369,25.527,18.175,73.489,9.471,18.717,9.635,47.342,7.513,15.972,25.376,8.687,9.662,8.81,20.515,20.108,42.272,42.231,14.157,22.358,11.361,7.996,7.546,5.123,4.867,3.346,1.459,3.291,5.391,3.981,6.291,41.913,32.166,100.171,100.447,90.558,103.713
485.69,3.7,5.209,3.356,3.48,5.33,2.915,2.409,1.977,1.823,3.041,3.553,1.166,6.888,9.247,6.454,37.821,4.952,1.359,25.58,18.276,73.626,9.518,18.817,9.723,47.894,7.551,16.007,25.639,8.679,9.678,8.878,20.552,20.165,42.249,42.188,14.117,22.25,11.317,7.943,7.492,5.114,4.865,3.331,1.468,3.306,5.392,3.96,6.287,41.894,32.173,100.209,100.445,90.544,103.72
485.9,3.676,5.212,3.322,3.465,5.328,2.896,2.409,1.973,1.811,3.038,3.546,1.142,6.898,9.26,6.476,37.835,4.955,1.358,25.694,18.386,73.773,9.512,18.912,9.78,48.366,7.583,16.032,25.932,8.692,9.671,8.934,20.563,20.188,42.214,42.102,14.067,22.147,11.235,7.903,7.41,5.104,4.856,3.313,1.466,3.305,5.357,3.946,6.263,41.926,32.163,100.185,100.441,90.495,103.744
486.11,3.671,5.191,3.32,3.475,5.314,2.884,2.394,1.942,1.793,3.041,3.516,1.112,6.868,9.304,6.514,37.835,4.974,1.341,25.751,18.452,73.917,9.531,19.029,9.855,48.881,7.609,16.077,26.206,8.702,9.707,9.014,20.617,20.171,42.192,41.989,14.033,22.028,11.152,7.813,7.356,5.08,4.852,3.282,1.456,3.279,5.335,3.942,6.244,41.923,32.155,100.151,100.437,90.438,103.734
486.32,3.649,5.177,3.303,3.488,5.305,2.861,2.389,1.919,1.794,3.005,3.488,1.112,6.868,9.323,6.532,37.842,4.98,1.355,25.829,18.543,74.059,9.533,19.11,9.928,49.432,7.648,16.112,26.488,8.696,9.719,9.099,20.665,20.178,42.196,41.951,14.009,21.906,11.106,7.768,7.282,5.063,4.821,3.261,1.451,3.259,5.308,3.938,6.205,41.909,32.156,100.107,100.461,90.392,103.748
486.53,3.628,5.175,3.304,3.472,5.303,2.865,2.367,1.913,1.784,2.986,3.504,1.116,6.841,9.357,6.568,37.873,4.962,1.362,25.922,18.642,74.22,9.544,19.226,10.005,49.936,7.654,16.13,26.785,8.691,9.772,9.167,20.708,20.215,42.198,41.867,13.988,21.802,11.068,7.699,7.239,5.043,4.809,3.251,1.45,3.266,5.305,3.946,6.204,41.896,32.196,100.015,100.475,90.394,103.729
486.74,3.661,5.173,3.311,3.503,5.339,2.891,2.373,1.931,1.809,3.013,3.499,1.158,6.849,9.403,6.638,37.921,4.993,1.384,26.007,18.737,74.37,9.556,19.356,10.112,50.466,7.705,16.223,27.12,8.683,9.825,9.273,20.762,20.232,42.171,41.8,13.949,21.718,11.057,7.67,7.204,5.064,4.828,3.285,1.481,3.295,5.304,3.968,6.208,41.879,32.214,99.937,100.417,90.37,103.723
486.95,3.645,5.162,3.302,3.508,5.328,2.898,2.375,1.918,1.813,2.997,3.5,1.161,6.863,9.446,6.688,37.93,4.984,1.389,26.095,18.825,74.43,9.561,19.443,10.193,50.963,7.717,16.255,27.404,8.699,9.878,9.363,20.806,20.26,42.08,41.702,13.904,21.622,11.006,7.608,7.147,5.031,4.795,3.274,1.498,3.279,5.306,3.942,6.218,41.894,32.216,99.89,100.332,90.259,103.689
487.16,3.652,5.174,3.332,3.538,5.357,2.907,2.395,1.913,1.828,2.999,3.515,1.18,6.857,9.497,6.784,37.978,5.008,1.428,26.206,18.916,74.553,9.61,19.584,10.273,51.495,7.764,16.341,27.737,8.738,9.908,9.437,20.85,20.278,42.033,41.627,13.906,21.526,10.975,7.576,7.091,5.04,4.803,3.266,1.515,3.289,5.315,3.965,6.224,41.932,32.269,99.875,100.396,90.23,103.699
487.37,3.618,5.144,3.328,3.515,5.346,2.884,2.389,1.895,1.809,2.99,3.499,1.157,6.839,9.507,6.827,37.983,5,1.424,26.31,19.021,74.703,9.622,19.7,10.345,51.972,7.797,16.362,28.032,8.728,9.919,9.48,20.9,20.286,42.007,41.543,13.826,21.418,10.926,7.498,7.031,5.006,4.787,3.238,1.489,3.271,5.29,3.946,6.211,41.922,32.302,99.86,100.321,90.204,103.671
487.58,3.608,5.14,3.307,3.508,5.365,2.87,2.371,1.908,1.793,2.988,3.493,1.17,6.846,9.532,6.845,38.025,5.012,1.436,26.401,19.145,74.882,9.649,19.811,10.427,52.537,7.858,16.445,28.35,8.744,9.93,9.528,20.952,20.325,41.997,41.526,13.802,21.297,10.853,7.419,6.973,5,4.787,3.227,1.468,3.279,5.299,3.909,6.213,41.947,32.354,99.923,100.347,90.193,103.736
487.79,3.61,5.164,3.331,3.505,5.392,2.88,2.375,1.895,1.807,2.978,3.489,1.183,6.863,9.575,6.914,38.05,5.037,1.447,26.49,19.25,74.945,9.677,19.953,10.491,53.027,7.913,16.487,28.644,8.746,9.987,9.606,20.987,20.345,41.972,41.478,13.756,21.235,10.807,7.36,6.929,4.991,4.8,3.211,1.478,3.271,5.301,3.943,6.222,41.922,32.393,99.872,100.3,90.136,103.74
488,3.583,5.194,3.331,3.524,5.414,2.873,2.377,1.902,1.837,3.003,3.488,1.196,6.889,9.623,6.997,38.089,5.046,1.473,26.59,19.329,75.035,9.703,20.062,10.576,53.472,7.967,16.533,28.96,8.768,10.035,9.698,21.029,20.369,41.978,41.361,13.744,21.164,10.769,7.304,6.903,5.004,4.781,3.197,1.473,3.283,5.309,3.951,6.21,41.986,32.397,99.822,100.278,90.054,103.731
488.21,3.604,5.188,3.353,3.532,5.428,2.881,2.382,1.897,1.847,2.992,3.487,1.198,6.872,9.675,7.057,38.138,5.067,1.479,26.654,19.383,75.179,9.732,20.184,10.684,54.016,8.01,16.613,29.27,8.763,10.08,9.777,21.072,20.37,41.96,41.3,13.73,21.085,10.741,7.231,6.858,4.997,4.773,3.189,1.476,3.265,5.32,3.948,6.212,41.964,32.424,99.887,100.251,90.028,103.717
488.42,3.618,5.183,3.358,3.533,5.456,2.905,2.356,1.913,1.853,2.97,3.474,1.185,6.865,9.7,7.118,38.175,5.073,1.492,26.758,19.49,75.282,9.754,20.28,10.787,54.519,8.042,16.657,29.592,8.771,10.109,9.843,21.101,20.405,41.948,41.237,13.715,21,10.716,7.168,6.803,5.01,4.758,3.186,1.484,3.301,5.305,3.93,6.228,41.97,32.45,99.929,100.207,90.005,103.677
488.63,3.637,5.205,3.381,3.53,5.466,2.929,2.364,1.939,1.872,2.976,3.502,1.191,6.862,9.751,7.191,38.232,5.092,1.517,26.866,19.587,75.416,9.791,20.395,10.873,54.975,8.079,16.708,29.9,8.76,10.165,9.9,21.098,20.436,41.909,41.121,13.688,20.898,10.678,7.114,6.778,5.014,4.771,3.189,1.499,3.305,5.319,3.966,6.255,41.962,32.48,99.872,100.185,90.016,103.64
488.84,3.666,5.21,3.4,3.547,5.484,2.941,2.37,1.96,1.882,2.999,3.509,1.198,6.862,9.766,7.243,38.274,5.137,1.519,26.975,19.7,75.544,9.83,20.524,10.988,55.488,8.154,16.755,30.236,8.746,10.216,9.988,21.133,20.444,41.893,41.038,13.644,20.815,10.631,7.058,6.73,5.026,4.783,3.204,1.5,3.294,5.328,3.976,6.248,41.95,32.49,99.903,100.16,90.001,103.683
489.04,3.652,5.212,3.402,3.55,5.473,2.921,2.369,1.962,1.871,2.972,3.514,1.19,6.851,9.782,7.289,38.279,5.153,1.531,27.067,19.773,75.648,9.853,20.641,11.079,55.975,8.192,16.774,30.513,8.737,10.224,10.047,21.138,20.468,41.849,40.911,13.618,20.723,10.568,6.958,6.67,5.015,4.773,3.172,1.5,3.266,5.313,3.96,6.262,41.977,32.493,99.88,100.135,89.943,103.629
489.25,3.649,5.23,3.391,3.544,5.488,2.898,2.347,1.951,1.845,2.973,3.487,1.168,6.829,9.806,7.318,38.342,5.169,1.538,27.136,19.887,75.837,9.858,20.814,11.151,56.477,8.252,16.837,30.827,8.735,10.239,10.084,21.179,20.474,41.9,40.841,13.591,20.639,10.513,6.883,6.627,5.022,4.783,3.134,1.463,3.25,5.297,3.985,6.231,41.988,32.517,99.904,100.204,90.022,103.67
489.46,3.647,5.242,3.388,3.533,5.487,2.9,2.351,1.955,1.84,2.953,3.492,1.149,6.85,9.849,7.343,38.356,5.172,1.53,27.22,20.04,75.987,9.905,20.931,11.279,56.969,8.294,16.873,31.127,8.722,10.266,10.151,21.239,20.51,41.893,40.737,13.536,20.523,10.448,6.821,6.595,5.012,4.789,3.137,1.457,3.25,5.306,3.984,6.218,41.956,32.523,99.937,100.169,89.987,103.664
489.67,3.667,5.28,3.391,3.547,5.476,2.922,2.359,1.984,1.862,2.944,3.503,1.181,6.867,9.89,7.375,38.381,5.168,1.531,27.277,20.116,76.052,9.942,21.053,11.372,57.463,8.323,16.927,31.401,8.737,10.299,10.221,21.255,20.522,41.848,40.665,13.533,20.433,10.396,6.775,6.546,5.021,4.777,3.14,1.478,3.246,5.309,4.014,6.225,41.954,32.525,99.912,100.134,90.025,103.633
489.88,3.656,5.27,3.395,3.537,5.462,2.931,2.352,1.968,1.852,2.918,3.48,1.17,6.867,9.95,7.433,38.395,5.176,1.521,27.324,20.165,76.104,9.959,21.178,11.462,57.875,8.346,16.963,31.665,8.727,10.335,10.297,21.25,20.524,41.788,40.518,13.493,20.363,10.366,6.702,6.499,5.008,4.756,3.113,1.475,3.23,5.298,4.017,6.196,41.956,32.539,99.828,100.088,90.046,103.612
490.09,3.658,5.254,3.382,3.546,5.465,2.943,2.35,1.982,1.867,2.916,3.485,1.164,6.874,9.955,7.482,38.422,5.203,1.531,27.438,20.274,76.226,9.993,21.282,11.563,58.362,8.366,17.016,31.956,8.742,10.393,10.363,21.262,20.537,41.756,40.396,13.465,20.25,10.333,6.633,6.471,5.001,4.716,3.074,1.472,3.232,5.29,3.983,6.204,41.971,32.508,99.832,100.151,90.034,103.621
490.3,3.666,5.244,3.377,3.548,5.457,2.948,2.337,1.967,1.848,2.878,3.484,1.166,6.854,9.983,7.514,38.438,5.207,1.534,27.539,20.359,76.405,10.005,21.425,11.648,58.892,8.402,17.057,32.218,8.748,10.432,10.416,21.303,20.536,41.735,40.324,13.441,20.141,10.288,6.57,6.423,4.97,4.709,3.057,1.474,3.217,5.298,3.977,6.223,41.925,32.534,99.828,100.18,90.078,103.638
490.51,3.654,5.251,3.346,3.532,5.448,2.939,2.321,1.959,1.828,2.877,3.466,1.151,6.838,9.992,7.525,38.429,5.199,1.536,27.625,20.453,76.484,10.03,21.561,11.719,59.317,8.425,17.054,32.453,8.741,10.468,10.456,21.321,20.57,41.687,40.21,13.401,20.028,10.227,6.516,6.392,4.953,4.705,3.05,1.449,3.218,5.287,3.959,6.212,41.957,32.566,99.797,100.128,90.007,103.565
490.72,3.681,5.28,3.347,3.548,5.445,2.952,2.367,1.977,1.832,2.889,3.497,1.164,6.873,10.063,7.585,38.494,5.234,1.554,27.76,20.564,76.712,10.086,21.726,11.854,59.862,8.51,17.13,32.726,8.73,10.539,10.506,21.367,20.628,41.717,40.137,13.39,19.968,10.193,6.497,6.372,4.966,4.699,3.024,1.446,3.214,5.301,3.985,6.236,41.942,32.623,99.887,100.164,90.072,103.711
490.93,3.677,5.27,3.334,3.532,5.448,2.954,2.359,1.967,1.822,2.881,3.476,1.154,6.868,10.102,7.629,38.533,5.238,1.545,27.84,20.664,76.866,10.12,21.87,11.971,60.387,8.561,17.187,33.011,8.743,10.579,10.588,21.423,20.643,41.73,40.072,13.333,19.872,10.143,6.421,6.328,4.939,4.685,3.001,1.444,3.237,5.301,3.972,6.227,41.963,32.638,99.965,100.195,90.057,103.752
491.14,3.664,5.277,3.313,3.529,5.43,2.946,2.358,1.933,1.813,2.851,3.488,1.156,6.88,10.149,7.672,38.548,5.24,1.564,27.918,20.726,76.98,10.143,21.974,12.046,60.81,8.605,17.231,33.263,8.755,10.639,10.617,21.434,20.651,41.685,39.964,13.308,19.766,10.111,6.348,6.298,4.925,4.676,2.968,1.429,3.232,5.279,3.948,6.229,41.978,32.637,99.921,100.135,90.038,103.69
491.35,3.666,5.283,3.322,3.538,5.46,2.958,2.361,1.923,1.823,2.858,3.49,1.163,6.882,10.223,7.721,38.598,5.259,1.581,28.038,20.849,77.123,10.187,22.148,12.168,61.306,8.645,17.283,33.532,8.774,10.713,10.664,21.464,20.67,41.702,39.925,13.282,19.687,10.087,6.297,6.267,4.947,4.672,2.962,1.442,3.258,5.297,3.96,6.236,41.96,32.672,100.006,100.197,90.04,103.725
491.56,3.668,5.276,3.323,3.523,5.456,2.965,2.366,1.918,1.827,2.847,3.497,1.168,6.894,10.24,7.772,38.631,5.274,1.594,28.154,20.913,77.228,10.237,22.234,12.291,61.759,8.653,17.32,33.765,8.777,10.764,10.726,21.495,20.706,41.662,39.82,13.253,19.581,10.052,6.226,6.226,4.929,4.664,2.966,1.462,3.275,5.29,3.932,6.261,41.932,32.724,100,100.153,89.965,103.672
